# t = 0
0 0
0.01 0
0.02 0
0.03 0
0.04 0
0.05 0
0.06 0
0.07 0
0.08 0
0.09 0
0.1 0
0.11 0
0.12 0
0.13 0
0.14 0
0.15 0
0.16 0
0.17 0
0.18 0
0.19 0
0.2 0
0.21 0
0.22 0
0.23 0
0.24 0
0.25 0
0.26 0
0.27 0
0.28 0
0.29 0
0.3 0
0.31 0
0.32 0
0.33 0
0.34 0
0.35 0
0.36 0
0.37 0
0.38 0
0.39 0
0.4 0
0.41 0
0.42 0
0.43 0
0.44 0
0.45 0
0.46 0
0.47 0
0.48 0
0.49 0
0.5 0
0.51 0
0.52 0
0.53 0
0.54 0
0.55 0
0.56 0
0.57 0
0.58 0
0.59 0
0.6 0
0.61 0
0.62 0
0.63 0
0.64 0
0.65 0
0.66 0
0.67 0
0.68 0
0.69 0
0.7 0
0.71 0
0.72 0
0.73 0
0.74 0
0.75 0
0.76 0
0.77 0
0.78 0
0.79 0
0.8 0
0.81 0
0.82 0
0.83 0
0.84 0
0.85 0
0.86 0
0.87 0
0.88 0
0.89 0
0.9 0
0.91 0
0.92 0
0.93 0
0.94 0
0.95 0
0.96 0
0.97 0
0.98 0
0.99 48
1 100

# t = 0.2856
0 0
0.01 0.0595124
0.02 0.119429
0.03 0.180154
0.04 0.242097
0.05 0.305668
0.06 0.371284
0.07 0.439366
0.08 0.510345
0.09 0.584659
0.1 0.662754
0.11 0.74509
0.12 0.832135
0.13 0.924371
0.14 1.0223
0.15 1.12642
0.16 1.23726
0.17 1.35538
0.18 1.48131
0.19 1.61565
0.2 1.75898
0.21 1.91192
0.22 2.0751
0.23 2.24917
0.24 2.4348
0.25 2.63268
0.26 2.84352
0.27 3.06806
0.28 3.30703
0.29 3.56121
0.3 3.83139
0.31 4.11836
0.32 4.42296
0.33 4.74601
0.34 5.08838
0.35 5.45093
0.36 5.83453
0.37 6.24009
0.38 6.66851
0.39 7.1207
0.4 7.59757
0.41 8.10006
0.42 8.62907
0.43 9.18555
0.44 9.7704
0.45 10.3846
0.46 11.0289
0.47 11.7044
0.48 12.4119
0.49 13.1523
0.5 13.9264
0.51 14.7351
0.52 15.5791
0.53 16.4593
0.54 17.3764
0.55 18.3311
0.56 19.3241
0.57 20.356
0.58 21.4275
0.59 22.539
0.6 23.691
0.61 24.884
0.62 26.1184
0.63 27.3945
0.64 28.7125
0.65 30.0727
0.66 31.4751
0.67 32.9197
0.68 34.4067
0.69 35.9358
0.7 37.5069
0.71 39.1197
0.72 40.774
0.73 42.4692
0.74 44.2048
0.75 45.9804
0.76 47.7952
0.77 49.6484
0.78 51.5393
0.79 53.4668
0.8 55.4301
0.81 57.428
0.82 59.4593
0.83 61.5228
0.84 63.6172
0.85 65.7411
0.86 67.893
0.87 70.0713
0.88 72.2746
0.89 74.5011
0.9 76.7491
0.91 79.0168
0.92 81.3024
0.93 83.6041
0.94 85.9199
0.95 88.2478
0.96 90.5859
0.97 92.9323
0.98 95.2847
0.99 97.6413
1 100

# t = 0.5712
0 0
0.01 0.374693
0.02 0.74994
0.03 1.12629
0.04 1.5043
0.05 1.88452
0.06 2.2675
0.07 2.65378
0.08 3.04392
0.09 3.43846
0.1 3.83794
0.11 4.2429
0.12 4.65388
0.13 5.0714
0.14 5.49601
0.15 5.92822
0.16 6.36855
0.17 6.81753
0.18 7.27565
0.19 7.74344
0.2 8.22138
0.21 8.70997
0.22 9.2097
0.23 9.72104
0.24 10.2445
0.25 10.7805
0.26 11.3294
0.27 11.8919
0.28 12.4682
0.29 13.0589
0.3 13.6642
0.31 14.2848
0.32 14.9208
0.33 15.5728
0.34 16.2411
0.35 16.9261
0.36 17.628
0.37 18.3473
0.38 19.0842
0.39 19.8391
0.4 20.6122
0.41 21.4039
0.42 22.2143
0.43 23.0438
0.44 23.8925
0.45 24.7607
0.46 25.6485
0.47 26.5562
0.48 27.4838
0.49 28.4316
0.5 29.3995
0.51 30.3878
0.52 31.3965
0.53 32.4257
0.54 33.4753
0.55 34.5454
0.56 35.6361
0.57 36.7472
0.58 37.8787
0.59 39.0306
0.6 40.2027
0.61 41.395
0.62 42.6073
0.63 43.8394
0.64 45.0912
0.65 46.3624
0.66 47.6529
0.67 48.9623
0.68 50.2905
0.69 51.637
0.7 53.0017
0.71 54.3841
0.72 55.7839
0.73 57.2007
0.74 58.6341
0.75 60.0838
0.76 61.5492
0.77 63.0299
0.78 64.5254
0.79 66.0352
0.8 67.5588
0.81 69.0957
0.82 70.6453
0.83 72.207
0.84 73.7803
0.85 75.3646
0.86 76.9592
0.87 78.5636
0.88 80.177
0.89 81.7988
0.9 83.4284
0.91 85.0652
0.92 86.7083
0.93 88.3572
0.94 90.011
0.95 91.6692
0.96 93.331
0.97 94.9957
0.98 96.6626
0.99 98.3309
1 100

# t = 0.8568
0 0
0.01 0.634076
0.02 1.26851
0.03 1.90364
0.04 2.53985
0.05 3.17746
0.06 3.81684
0.07 4.45833
0.08 5.10229
0.09 5.74906
0.1 6.39897
0.11 7.05238
0.12 7.70961
0.13 8.371
0.14 9.03688
0.15 9.70758
0.16 10.3834
0.17 11.0647
0.18 11.7517
0.19 12.4449
0.2 13.1443
0.21 13.8505
0.22 14.5636
0.23 15.2839
0.24 16.0118
0.25 16.7474
0.26 17.491
0.27 18.243
0.28 19.0035
0.29 19.7727
0.3 20.5509
0.31 21.3384
0.32 22.1353
0.33 22.9419
0.34 23.7583
0.35 24.5846
0.36 25.4212
0.37 26.2682
0.38 27.1256
0.39 27.9937
0.4 28.8726
0.41 29.7625
0.42 30.6633
0.43 31.5753
0.44 32.4985
0.45 33.4331
0.46 34.379
0.47 35.3363
0.48 36.3052
0.49 37.2855
0.5 38.2775
0.51 39.2809
0.52 40.296
0.53 41.3226
0.54 42.3608
0.55 43.4105
0.56 44.4717
0.57 45.5442
0.58 46.6282
0.59 47.7234
0.6 48.8298
0.61 49.9472
0.62 51.0757
0.63 52.215
0.64 53.365
0.65 54.5256
0.66 55.6966
0.67 56.8779
0.68 58.0693
0.69 59.2706
0.7 60.4816
0.71 61.702
0.72 62.9318
0.73 64.1706
0.74 65.4182
0.75 66.6744
0.76 67.9389
0.77 69.2115
0.78 70.4919
0.79 71.7798
0.8 73.075
0.81 74.377
0.82 75.6857
0.83 77.0008
0.84 78.3218
0.85 79.6486
0.86 80.9807
0.87 82.3178
0.88 83.6597
0.89 85.0059
0.9 86.3561
0.91 87.71
0.92 89.0671
0.93 90.4273
0.94 91.79
0.95 93.1549
0.96 94.5217
0.97 95.89
0.98 97.2594
0.99 98.6295
1 100

# t = 1.1424
0 0
0.01 0.790718
0.02 1.58164
0.03 2.37298
0.04 3.16493
0.05 3.9577
0.06 4.7515
0.07 5.54653
0.08 6.34299
0.09 7.14107
0.1 7.94099
0.11 8.74293
0.12 9.54709
0.13 10.3537
0.14 11.1628
0.15 11.9748
0.16 12.7898
0.17 13.6079
0.18 14.4293
0.19 15.2542
0.2 16.0829
0.21 16.9154
0.22 17.7519
0.23 18.5926
0.24 19.4376
0.25 20.2872
0.26 21.1413
0.27 22.0003
0.28 22.8641
0.29 23.7331
0.3 24.6072
0.31 25.4866
0.32 26.3715
0.33 27.2619
0.34 28.1579
0.35 29.0597
0.36 29.9674
0.37 30.881
0.38 31.8007
0.39 32.7264
0.4 33.6583
0.41 34.5965
0.42 35.541
0.43 36.4919
0.44 37.4492
0.45 38.4129
0.46 39.3832
